1,a(an),하나의
2,about,~에 관하여
3,above,~위로
4,across,~을 가로질러
5,act,"행동, 행동하다"
6,add,더하다
7,address,주소
8,adult,어른
9,afraid,두려워하여
10,after,~후에
11,afternoon,오후
12,again,다시
13,against,~에 반대하여
14,age,나이
15,ago,~전에
16,agree,동의하다
17,ahead,~앞에
18,air,공기
19,airplane,비행기
20,album,사진첩
21,all,"모두, 전부"
22,almost,"거의, 대부분"
23,alone,혼자
24,along,~을 따라서
25,already,"이미, 벌써"
26,alright,"괜찮은, 만족스러운"
27,also,"또한, 역시"
28,always,항상
29,and,그리고
30,animal,동물
31,another,또 하나의
32,answer,대답
33,any,어떤
34,apartment,아파트
35,apple,사과
36,area,지역
37,arm,팔
38,around,~주위에
39,arrive,도착하다
40,art,미술
41,as,~로서
42,ask,묻다
43,at,"~때에(시간), ~에서(장소)"
44,aunt,"이모, 고모"
45,autumn,가을
46,away,"떨어져, 멀리"
47,baby,아기
48,back,"뒤, 등"
49,bad,나쁜
50,badminton,배드민턴
51,bag,가방
52,bake,굽다
53,ball,공
54,banana,바나나
55,bank,은행
56,base,기초
57,baseball,야구
58,basket,바구니
59,basketball,농구
60,bat,(야구) 방망이
61,bath,목욕
62,be,~이다
63,beach,해변
64,bear,곰
65,beauty,아름다움
66,because,~때문에
67,become,~이 되다
68,bed,침대
69,bee,벌
70,beef,소고기
71,before,"~전에, ~앞에"
72,begin,시작하다
73,behind,~뒤에
74,believe,믿다
75,bell,"종, 방울"
76,below,~아래에
77,belt,"허리띠, 벨트"
78,beside,~곁에
79,between,~사이에
80,big,큰
81,bike,자전거
82,bill,지폐
83,bird,새
84,birth,탄생
85,biscuit,비스킷
86,black,"검정색, 검은"
87,blood,"피, 혈액"
88,blue,"파란색, 푸른"
89,board,판자
90,boat,배
91,body,"몸, 신체"
92,bone,뼈
93,book,책
94,borrow,빌리다
95,both,둘 다
96,bottle,병
97,bottom,맨 아래
98,box,상자
99,boy,소년
100,brave,용감한
101,bread,빵
102,break,"깨뜨리다, 부수다"
103,breakfast,아침 식사
104,bridge,다리
105,bright,밝은
106,bring,가져오다
107,brother,형제
108,brown,"갈색, 갈색의"
109,brush,솔
110,build,"건설하다, 세우다"
111,burn,"불타다, 태우다"
112,bus,버스
113,business,"사업, 업무"
114,busy,바쁜
115,but,그러나
116,butter,버터
117,button,단추
118,buy,사다
119,by,~옆에
120,cake,케이크
121,call,"부르다, 전화하다"
122,camera,사진기
123,camp,야영
124,campaign,캠페인
125,can,~할 수 있다
126,candy,"사탕, 캔디"
127,cap,모자
128,car,자동차
129,card,카드
130,care,"주의, 돌보다"
131,carrot,당근
132,carry,나르다
133,case,경우
134,cash,"돈, 현금"
135,cat,고양이
136,catch,붙잡다
137,center,중앙
138,certain,"확실한, 틀림없는"
139,chair,의자
140,chance,기회
141,change,바꾸다
142,cheap,값싼
143,check,수표
144,cheese,치즈
145,chicken,닭
146,child,어린이
147,chocolate,초콜릿
148,choose,선택하다
149,church,교회
150,circle,원
151,city,도시
152,class,"학급, 반"
153,clean,깨끗한
154,clear,분명한
155,clever,영리한
156,climb,오르다
157,clock,시계
158,close,닫다
159,clothes,옷
160,cloud,구름
161,club,"클럽, 모임"
162,coat,코트
163,coffee,커피
164,cold,추운
165,collect,"수집하다, 모으다"
166,college,대학
167,color,색깔
168,come,오다
169,comic,"재미있는, 만화책"
170,company,회사
171,compute,계산하다
172,condition,상태
173,congratulate,축하하다
174,control,"통제하다, 조절하다"
175,cook,요리하다
176,cookie,쿠키
177,cool,시원한
178,corner,모퉁이
179,cost,값
180,could,can의 과거형
181,country,"나라, 국가, 시골"
182,couple,"두어 개, 한 쌍"
183,course,과정
184,court,"코트, 경기장"
185,cousin,사촌
186,cover,덮다
187,cow,암소
188,crayon,크레용
189,cream,크림
190,cross,가로지르다
191,cry,"울다, 외치다"
192,culture,문화
193,cup,컵
194,curtain,커튼
195,customer,고객
196,cut,자르다
197,dance,춤추다
198,danger,위험
199,dark,어두운
200,date,날짜
201,daughter,딸
202,day,"낮, 하루"
203,dead,죽은
204,death,죽음
205,decide,결정하다
206,deep,깊은
207,delicious,맛있는
208,design,"디자인하다, 디자인"
209,desk,책상
210,dialogue,대화
211,die,죽다
212,difficult,어려운
213,dinner,저녁
214,discuss,토론하다
215,do,하다
216,doctor,의사
217,dog,개
218,doll,인형
219,door,문
220,double,두 배의
221,doughnut,도넛
222,down,아래로
223,draw,그리다
224,dream,꿈
225,dress,"드레스, 옷을 입다"
226,drink,마시다
227,drive,운전하다
228,drop,"떨어지다, 방울"
229,drum,북
230,dry,마른
231,duck,오리
232,during,~동안
233,ear,귀
234,early,일찍
235,earth,"지구, 땅"
236,east,동쪽
237,eat,먹다
238,egg,계란
239,eight,여덟(8)
240,elephant,코끼리
241,eleven,열하나(11)
242,end,"끝, 마지막"
243,energy,에너지
244,enough,충분한
245,enter,"들어가다, 들어오다"
246,evening,저녁
247,every,"모든, 매-"
248,example,"예, 보기"
249,exercise,"연습, 운동"
250,eye,눈
251,face,얼굴
252,fact,사실
253,fail,실패하다
254,fall,"가을, 떨어지다"
255,family,가족
256,fan,"부채, 선풍기"
257,far,멀리 떨어진
258,farm,농장
259,fast,빠른
260,fat,"살찐, 뚱뚱한"
261,father,아버지
262,favorite,가장 좋아하는
263,feel,느끼다
264,festival,축제
265,field,"들판, 경기장"
266,fight,"싸움, 싸우다"
267,file,파일
268,fill,채우다
269,film,"필름, 영화"
270,find,찾다
271,fine,"좋은, 맑은"
272,finger,손가락
273,finish,끝내다
274,fire,불
275,first,첫 번째의
276,fish,물고기
277,five,다섯(5)
278,fix,"고치다, 고정시키다"
279,floor,바닥
280,flower,꽃
281,fly,날다
282,focus,집중하다
283,food,음식
284,fool,바보
285,foot,발
286,football,축구
287,for,"~를 위하여, ~동안"
288,forest,숲
289,forget,잊다
290,fork,포크
291,form,"종류, 유형"
292,four,넷(4)
293,fox,여우
294,free,"자유로운, 무료의"
295,fresh,신선한
296,friend,친구
297,from,~로부터
298,front,"앞, 정면"
299,fruit,과일
300,full,가득 찬
301,fun,"즐거움, 재미"
302,future,미래
303,game,놀이
304,garden,정원
305,gas,"가스, 휘발유"
306,gentleman,신사
307,get,얻다
308,girl,소녀
309,give,주다
310,glad,기쁜
311,glass,"유리, 잔"
312,go,가다
313,goal,"골, 득점"
314,god,신
315,gold,금
316,good,좋은
317,goodbye,잘 가
318,grandfather,할아버지
319,grape,포도
320,grass,"풀, 잔디"
321,gray,"회색, 회색의"
322,great,"큰, 거대한"
323,green,"녹색, 녹색의"
324,ground,"땅, 기초"
325,group,단체
326,grow,"성장하다, 자라다"
327,guess,추측하다
328,guitar,기타(악기)
329,gum,"껌, 잇몸"
330,guy,<비격식> (성인) 남자
331,habit,습관
332,hair,머리카락
333,hamburger,햄버거
334,hand,손
335,hang,"매달다, 걸다"
336,happy,행복한
337,hard,"단단한, 열심히"
338,hat,모자
339,hate,미워하다
340,have,가지고 있다
341,he,"그가, 그는"
342,head,머리
343,heart,"심장, 마음"
344,heat,"열기, 열"
345,heavy,무거운
346,hello,"여보세요, 안녕"
347,helmet,헬멧
348,help,돕다
349,here,여기에서
350,hero,영웅
351,high,높은
352,hike,"하이킹, 하이킹을 가다"
353,hill,언덕
354,history,역사
355,hit,때리다
356,hobby,취미
357,hold,잡다
358,holiday,휴일
359,home,"집, 가정"
360,homework,숙제
361,honest,정직한
362,hope,"희망, 기대"
363,horse,말
364,hospital,병원
365,hot,뜨거운
366,hour,시간
367,house,집
368,how,어떻게
369,however,"그러나, 하지만"
370,human,인간
371,hundred,백(100)
372,hunt,"사냥, 사냥하다"
373,hurry,서두르다
374,husband,남편
375,I,"내가, 나는"
376,ice,얼음
377,idea,생각
378,if,만약 -라면
379,image,이미지
380,in,~안에서
381,inside,~안에
382,internet,인터넷
383,into,~속으로
384,introduce,소개하다
385,invite,초대하다
386,issue,"문제, 이슈"
387,it,그것
388,jacket,"재킷, 상의"
389,jam,잼
390,job,직업
391,join,가입하다
392,juice,주스
393,jump,뛰어오르다
394,just,"오직, 겨우"
395,keep,"지키다, 유지하다"
396,key,열쇠
397,kick,차다
398,kid,아이
399,kill,죽이다
400,kind,"친절한, 종류"
401,king,왕
402,kiss,"키스, 키스하다"
403,kitchen,부엌
404,knife,칼
405,know,알다
406,lady,숙녀
407,lake,호수
408,land,땅
409,large,"큰, 넓은"
410,laser,레이저
411,last,"마지막의, 지난"
412,late,늦은
413,lazy,게으른
414,learn,배우다
415,left,왼쪽
416,leg,다리
417,lesson,"수업, 레슨"
418,letter,편지
419,library,도서관
420,lie,"눕다, 거짓말하다"
421,life,"삶, 생명"
422,light,빛
423,like,좋아하다
424,line,"선, 줄"
425,lion,사자
426,lip,입술
427,listen,듣다
428,little,작은
429,live,살다
430,long,긴
431,look,바라보다
432,love,사랑하다
433,low,낮은
434,luck,행운
435,lunch,점심 식사
436,mad,미친
437,mail,우편
438,make,만들다
439,man,남자
440,many,많은
441,map,지도
442,marathon,마라톤
443,market,"상점, 시장"
444,marry,결혼하다
445,math(mathematics/maths),수학
446,may,~해도 좋다
447,meat,고기
448,medal,메달
449,meet,만나다
450,member,"회원, 구성원"
451,memory,"기억, 추억"
452,middle,한가운데
453,might,~일지도 모른다
454,milk,우유
455,mind,"마음, 정신"
456,miss,"놓치다, 지나치다"
457,model,"모형, 모델"
458,money,돈
459,monkey,원숭이
460,month,"달, 개월"
461,moon,달
462,morning,아침
463,mother,어머니
464,mountain,산
465,mouse,쥐
466,mouth,입
467,move,움직이다
468,movie,영화
469,much,많은
470,music,음악
471,must,~해야 한다
472,name,이름
473,nation,국가
474,nature,자연
475,near,가까운
476,neck,목
477,need,필요하다
478,never,결코 -않은
479,new,새로운
480,news,뉴스
481,newspaper,신문
482,next,다음의
483,nice,좋은
484,night,밤
485,nine,아홉(9)
486,no,"아니다, 없다"
487,north,북쪽
488,nose,코
489,not,~아니다
490,note,메모
491,notebook,공책
492,nothing,아무것도
493,now,"지금, 현재"
494,number,숫자
495,nurse,간호사
496,of,~의
497,off,"떨어진, 꺼진"
498,office,사무실
499,often,"흔히, 종종"
500,oil,기름
501,okay,좋아
502,old,"늙은, 오래된"
503,on,~위에
504,one,하나(1)
505,only,오직
506,open,열린
507,or,또는
508,orange,오렌지
509,out,"밖에, 밖으로"
510,over,~위쪽에
511,page,"페이지, 쪽"
512,paint,칠하다
513,pants,바지
514,paper,종이
515,parent,부모
516,park,공원
517,part,부분
518,partner,"파트너, 동반자"
519,party,파티
520,pass,통과하다
521,pay,지불하다
522,pen,"펜, 만년필"
523,pencil,연필
524,people,사람들
525,piano,피아노
526,pick,"따다, 골라내다"
527,picture,그림
528,pig,돼지
529,pilot,조종사
530,pink,"분홍색, 핑크색의"
531,pizza,피자
532,place,장소
533,plan,계획
534,plastic,플라스틱
535,play,놀다
536,please,"기쁘게 하다, 제발"
537,point,"점수, 요점"
538,police,경찰
539,poor,가난한
540,potato,감자
541,power,"힘, 권력"
542,present,"현재, 선물"
543,pretty,예쁜
544,prince,왕자
545,print,인쇄하다
546,problem,문제
547,program,프로그램
548,project,"프로젝트, 과제"
549,puppy,강아지
550,push,밀다
551,put,놓다
552,queen,여왕
553,question,질문
554,quick,빠른
555,quiet,조용한
556,quiz,퀴즈
557,rabbit,토끼
558,race,"경주, 달리다"
559,radio,라디오
560,rain,"비, 비가 오다"
561,read,읽다
562,ready,준비가 된
563,recreation,"오락, 레크리에이션"
564,red,"빨강, 붉은색의"
565,remember,기억하다
566,restaurant,식당
567,restroom,화장실
568,return,되돌아가다
569,ribbon,리본
570,rich,부유한
571,right,"오른쪽, 옳은"
572,ring,"반지, 고리"
573,river,강
574,road,길
575,robot,로봇
576,rock,바위
577,room,방
578,rose,장미
579,run,달리다
580,sad,슬픈
581,safe,안전한
582,salad,샐러드
583,sale,"판매, 할인 판매"
584,salt,소금
585,same,같은
586,sand,모래
587,sandwich,샌드위치
588,save,"구하다, 절약하다"
589,say,말하다
590,school,학교
591,science,과학
592,scissors,가위
593,score,점수
594,sea,바다
595,season,계절
596,second,두 번째의
597,see,보다
598,sell,팔다
599,send,보내다
600,service,봉사하다
601,set,놓다
602,seven,일곱(7)
603,she,"그녀가, 그녀는"
604,ship,배
605,shirt,셔츠
606,shoe,신발
607,shop,가게
608,short,짧은
609,should,~해야 한다
610,show,보여 주다
611,shy,부끄러워하는
612,sick,아픈
613,side,"옆, 측면"
614,sing,노래하다
615,sister,자매
616,sit,앉다
617,six,여섯(6)
618,size,크기
619,skate,스케이트를 타다
620,ski,스키를 타다
621,skin,피부
622,skirt,치마
623,sky,하늘
624,sleep,잠자다
625,slow,느린
626,small,작은
627,smell,냄새나다
628,smile,"웃다, 미소"
629,snow,"눈, 눈이 내리다"
630,so,"그와 같이, 그래서"
631,soccer,축구
632,sock,양말
633,soft,부드러운
634,software,소프트웨어
635,some,약간의
636,son,아들
637,song,노래
638,sorry,"슬픈, 유감의"
639,sound,소리
640,soup,수프
641,south,남쪽
642,space,"공간, 우주"
643,spaghetti,스파게티
644,speak,말하다
645,speed,속력
646,spoon,숟가락
647,sport,운동경기
648,spring,봄
649,staff,직원
650,stand,서다
651,star,별
652,start,출발하다
653,stay,머물다
654,steak,스테이크
655,stone,돌
656,stop,멈추다
657,store,"가게, 상점"
658,story,이야기
659,street,거리
660,strong,강한
661,study,공부하다
662,style,방식
663,subway,지하철
664,sugar,설탕
665,summer,여름
666,sun,태양
667,sure,확실한
668,swim,수영하다
669,table,"식탁, 탁자"
670,tail,꼬리
671,take,"잡다, 가져가다"
672,talk,말하다
673,tall,"(키가) 큰, 높은"
674,tape,테이프
675,taste,맛보다
676,taxi,택시
677,teach,가르치다
678,team,팀
679,telephone,전화기
680,television,텔레비전
681,tell,이야기하다
682,ten,열(10)
683,tennis,테니스
684,tent,텐트
685,test,시험
686,textbook,교과서
687,than,~보다도
688,thank,감사하다
689,that,저것
690,the,"그 ~, 저 ~(정관사)"
691,there,그곳에
692,they,"그들은, 그것들은"
693,thing,사물
694,think,생각하다
695,third,세 번째의
696,thirst,갈증
697,thirteen,열셋(13)
698,thirty,서른(30)
699,this,이것
700,three,셋(3)
701,ticket,표
702,tiger,호랑이
703,time,시간
704,tire,"피로해지다, 지치다"
705,to,"~으로, ~까지"
706,today,"오늘, 현재"
707,together,함께
708,tomato,토마토
709,tomorrow,내일
710,tonight,오늘 밤
711,too,"또한, 너무"
712,tooth,이
713,top,꼭대기
714,touch,만지다
715,town,도시
716,toy,장난감
717,track,"길, 선로"
718,train,기차
719,travel,여행하다
720,tree,나무
721,trip,여행
722,truck,화물차
723,TRUE,"참된, 진짜의"
724,try,"노력, 시도하다"
725,turn,돌다
726,twelve,열둘(12)
727,twenty,스물(20)
728,twenty-first,스물한 번째
729,twenty-second,스물두 번째
730,twenty-third,스물세 번째
731,twice,두 번
732,two,둘(2)
733,type,종류
734,ugly,못생긴
735,umbrella,우산
736,uncle,삼촌
737,under,~아래에서
738,understand,이해하다
739,up,위에
740,use,사용하다
741,vegetable,야채
742,very,"대단히, 몹시"
743,video,비디오
744,violin,바이올린
745,visit,방문하다
746,voice,목소리
747,wait,기다리다
748,wake,잠이 깨다
749,walk,걷다
750,wall,벽
751,want,원하다
752,war,전쟁
753,warm,따뜻한
754,wash,씻다
755,watch,보다
756,water,물
757,watermelon,수박
758,way,길
759,we,"우리가, 우리는"
760,wear,옷을 입다
761,weather,계절
762,website,웹사이트
763,wedding,결혼식
764,week,주(월요일~일요일)
765,weekend,주말
766,weight,무게
767,welcome,환영하다
768,well,"상당히, 잘"
769,west,서쪽
770,wet,젖은
771,what,무엇
772,when,언제
773,where,어디
774,white,"백색, 흰"
775,who,누구
776,why,왜
777,wife,아내
778,will,~할 것이다
779,win,이기다
780,wind,바람
781,window,창문
782,wine,와인
783,winter,겨울
784,wish,"원하다, 바라다"
785,with,~와 함께
786,woman,여자
787,wood,나무
788,word,"낱말, 말"
789,work,일
790,world,세상
791,worry,"걱정하다, 걱정"
792,write,쓰다
793,wrong,잘못된
794,year,"해, 년"
795,yellow,"노랑색, 노랑색의"
796,yes,네(대답)
797,yesterday,어제
798,you,당신
799,young,"젊은, 어린"
800,zoo,동물원
